Date,Open,High,Low,Close,Volume,sentiment_score,sentiment_label,positive_ratio,news_count,text
2024-04-15,175.36,176.63,172.5,172.69,73531773.0,0.8750825457608522,0.0,0.0746268656716417,67.0,
2024-04-16,171.75,173.76,168.27,169.38,73711235.0,0.8736247839751067,0.0,0.1666666666666666,54.0,
2024-04-17,169.61,170.65,168.0,168.0,50901210.0,0.8568521934012844,0.0,0.1506849315068493,73.0,
2024-04-18,168.03,168.64,166.55,167.04,43122903.0,0.8563325364014198,0.0,0.2241379310344827,58.0,
2024-04-19,166.21,166.4,164.075,165.0,68149377.0,0.8919064195950827,0.0,0.0666666666666666,75.0,
2024-04-22,165.515,167.26,164.77,165.84,48116443.0,0.8454086410276818,0.0,0.106060606060606,66.0,
2024-04-23,165.35,167.05,164.92,166.9,49537761.0,0.8698009473003753,0.0,0.136986301369863,73.0,
2024-04-24,166.54,169.3,166.21,169.02,48251835.0,0.8344248193833563,0.0,0.1388888888888889,36.0,
2024-04-25,169.525,170.61,168.1511,169.89,50558329.0,0.8727711957913858,0.0,0.1481481481481481,54.0,
2024-04-26,169.88,171.34,169.18,169.3,44838354.0,0.8413428894753726,0.0,0.1509433962264151,53.0,
2024-04-29,173.37,176.03,173.1,173.5,68169419.0,0.8636956502024721,0.0,0.1829268292682926,82.0,
2024-04-30,173.33,174.99,170.0,170.33,65934776.0,0.8723380083546919,0.0,0.088235294117647,68.0,
2024-05-01,169.58,172.705,169.11,169.3,50383147.0,0.8820890938413555,0.0,0.0862068965517241,58.0,
2024-05-02,172.51,173.415,170.89,173.03,94214915.0,0.8572470894020595,0.0,0.146067415730337,89.0,
2024-05-03,186.645,187.0,182.66,183.38,163224109.0,0.83192127968954,0.0,0.2608695652173913,115.0,
2024-05-06,182.354,184.2,180.42,181.71,78569667.0,0.8604953350389705,0.0,0.1617647058823529,68.0,
2024-05-07,183.45,184.9,181.32,182.4,77305771.0,0.8527199702687783,0.0,0.1485148514851485,101.0,
2024-05-08,182.85,183.07,181.45,182.74,45057087.0,0.8256141726787274,0.0,0.0923076923076923,65.0,
2024-05-09,182.56,184.66,182.11,184.57,48982972.0,0.8504898945490519,0.0,0.175438596491228,57.0,
2024-05-10,184.9,185.09,182.13,183.05,50759496.0,0.8398512974381447,0.0,0.1617647058823529,68.0,
2024-05-13,185.435,187.1,184.62,186.28,72044809.0,0.8387796253793769,0.0,0.1527777777777778,72.0,
2024-05-14,187.51,188.3,186.29,187.43,52393619.0,0.8372387117902997,0.0,0.1690140845070422,71.0,
2024-05-15,187.91,190.65,187.37,189.72,70399988.0,0.8535793423652649,0.0,0.2258064516129032,62.0,
2024-05-16,190.47,191.095,189.6601,189.84,52845230.0,0.8595326861197298,0.0,0.0681818181818181,44.0,
2024-05-17,189.51,190.81,189.18,189.87,41282925.0,0.8703779524022882,0.0,0.0606060606060606,33.0,
2024-05-20,189.325,191.9199,189.01,191.04,44361275.0,0.8458025634288788,0.0,0.1,50.0,
2024-05-21,191.09,192.73,190.9201,192.35,42309401.0,0.8569295149223477,0.0,0.1372549019607843,51.0,
2024-05-22,192.265,192.8231,190.27,190.9,34648547.0,0.8743585221193455,0.0,0.1296296296296296,54.0,
2024-05-23,190.98,191.0,186.625,186.88,51005924.0,0.8516904891923417,0.0,0.1627906976744186,43.0,
2024-05-24,188.82,190.58,188.0404,189.98,36326975.0,0.8942857341068547,0.0,0.1707317073170731,41.0,
2024-05-28,191.51,193.0,189.1,189.99,52280051.0,0.8589872049562859,0.0,0.2424242424242424,66.0,
2024-05-29,189.61,192.247,189.51,190.29,53068016.0,0.8480552275415877,0.0,0.1267605633802817,71.0,
2024-05-30,190.76,192.18,190.63,191.29,49947941.0,0.8514959109279344,0.0,0.1132075471698113,53.0,
2024-05-31,191.44,192.57,189.91,192.25,75158277.0,0.871929133683443,0.0,0.125,40.0,
2024-06-03,192.9,194.99,192.52,194.03,50080539.0,0.8371404947304144,0.0,0.0975609756097561,41.0,
2024-06-04,194.635,195.32,193.0342,194.35,47471445.0,0.8783781017575946,0.0,0.0476190476190476,42.0,
2024-06-05,195.4,196.9,194.87,195.87,54156785.0,0.8479938831018365,0.0,0.1956521739130435,46.0,
2024-06-06,195.685,196.5,194.17,194.48,41181753.0,0.8356040899570172,0.0,0.2461538461538461,65.0,
2024-06-07,194.65,196.94,194.14,196.89,53103912.0,0.8435626209809862,0.0,0.1034482758620689,58.0,
2024-06-10,196.9,197.3,192.15,193.12,97262077.0,0.8075550638816573,0.0,0.1704545454545454,88.0,
2024-06-11,193.65,207.16,193.63,207.15,172373296.0,0.8432024203392924,0.0,0.1530612244897959,98.0,
2024-06-12,207.37,220.2,206.9,213.07,198134293.0,0.8162990652803165,0.0,0.2985074626865671,67.0,
2024-06-13,214.74,216.75,211.6,214.24,97862729.0,0.8795415051281452,0.0,0.175,80.0,
2024-06-14,213.85,215.17,211.3,212.49,70122748.0,0.8528304629855685,0.0,0.125,72.0,
2024-06-17,213.37,218.95,212.72,216.67,93728300.0,0.8713783045609792,0.0,0.1333333333333333,60.0,
2024-06-18,217.59,218.63,213.0,214.29,79943254.0,0.8661183155613181,0.0,0.1728395061728395,81.0,
2024-06-20,213.93,214.24,208.85,209.68,86172451.0,0.8381824824027717,0.0,0.09375,64.0,
2024-06-21,210.39,211.89,207.11,207.49,246421353.0,0.8464381901423136,0.0,0.08,75.0,
2024-06-24,207.72,212.7,206.59,208.14,80727006.0,0.8347846741756696,0.0,0.0449438202247191,89.0,
2024-06-25,209.15,211.38,208.61,209.07,56713868.0,0.8603373285262815,0.0,0.0967741935483871,62.0,
2024-06-26,211.5,214.86,210.64,213.25,66213186.0,0.8585358764976263,0.0,0.125,64.0,
2024-06-27,214.69,215.7395,212.35,214.1,49772707.0,0.8601158711145509,0.0,0.1320754716981132,53.0,
2024-06-28,215.77,216.07,210.3,210.62,82542718.0,0.8582108939687411,0.0,0.1833333333333333,60.0,
2024-07-01,212.09,217.51,211.92,216.75,60402929.0,0.81873638573147,1.0,0.3809523809523809,21.0,
2024-07-02,216.15,220.38,215.1,220.27,58046178.0,0.8077605712413788,0.0,0.08,25.0,
2024-07-03,220.0,221.55,219.03,221.55,37369801.0,0.81914421916008,0.0,0.3214285714285714,28.0,
2024-07-05,221.65,226.45,221.65,226.34,60412408.0,0.8398396063733984,0.0,0.2962962962962963,27.0,
2024-07-08,227.09,227.85,223.25,227.82,59085861.0,0.827727997303009,0.0,0.2333333333333333,30.0,
2024-07-09,227.93,229.4,226.3721,228.68,48169822.0,0.8622291278839112,0.0,0.4,25.0,
2024-07-10,229.3,233.08,229.25,232.98,62627687.0,0.8549926962171283,0.0,0.4285714285714285,7.0,
2024-07-11,231.39,232.39,225.77,227.57,64710617.0,0.8021901665549529,0.0,0.3684210526315789,38.0,
2024-07-12,228.92,232.64,228.68,230.54,53046527.0,0.8206618609635726,0.0,0.217391304347826,23.0,
2024-07-15,236.48,237.23,233.09,234.4,62631252.0,0.8471271889550346,1.0,0.5428571428571428,35.0,
2024-07-16,235.0,236.27,232.33,234.82,43234278.0,0.8347691840359143,0.0,0.1071428571428571,28.0,
2024-07-17,229.45,231.4599,226.64,228.88,57345884.0,0.8544239678553173,0.0,0.1428571428571428,56.0,
2024-07-18,230.28,230.44,222.27,224.18,66034585.0,0.8627770232482695,0.0,0.1267605633802817,71.0,
2024-07-19,224.82,226.8,223.275,224.31,49151453.0,0.8600608092365842,0.0,0.0303030303030303,33.0,
2024-07-22,227.01,227.78,223.09,223.96,48201835.0,0.8584915367332665,0.0,0.1621621621621621,37.0,
2024-07-23,224.365,226.94,222.68,225.01,39960260.0,0.875836871032204,0.0,0.125,56.0,
2024-07-24,224.0,224.8,217.13,218.54,61777576.0,0.8514243376255035,0.0,0.2,75.0,
2024-07-25,218.93,220.85,214.62,217.49,51391199.0,0.8467347181978679,0.0,0.0952380952380952,42.0,
2024-07-26,218.7,219.49,216.01,217.96,41601345.0,0.8444561269376185,0.0,0.1558441558441558,77.0,
2024-07-29,216.96,219.3,215.75,218.24,36311778.0,0.8458419765035311,0.0,0.1805555555555555,72.0,
2024-07-30,219.19,220.325,216.12,218.8,41643840.0,0.847089369382177,0.0,0.1,70.0,
2024-07-31,221.44,223.82,220.63,222.08,50036262.0,0.8503871108546401,0.0,0.0606060606060606,33.0,
2024-08-01,224.37,224.48,217.02,218.36,62500996.0,0.8433783799409866,0.0,0.1973684210526315,76.0,
2024-08-02,219.15,225.6,217.71,219.86,105568560.0,0.8687850067490026,0.0,0.1157894736842105,95.0,
2024-08-05,199.09,213.5,196.0,209.27,119548589.0,0.870819915831089,0.0,0.0625,80.0,
2024-08-06,205.3,209.99,201.07,207.23,69660488.0,0.8312731443465441,0.0,0.1379310344827586,87.0,
2024-08-07,206.9,213.64,206.39,209.82,63516417.0,0.8570928037166595,0.0,0.08,50.0,
2024-08-08,213.11,214.2,208.83,213.31,47161149.0,0.8726220164034102,0.0,0.1111111111111111,54.0,
2024-08-09,212.1,216.78,211.97,216.24,42201646.0,0.834188105619472,0.0,0.0434782608695652,46.0,
2024-08-12,216.07,219.5099,215.6,217.53,38028092.0,0.8610003634196955,0.0,0.1707317073170731,41.0,
2024-08-13,219.01,221.89,219.01,221.27,44155331.0,0.8456665118192804,0.0,0.1379310344827586,58.0,
2024-08-14,220.57,223.03,219.7,221.72,41960574.0,0.835911569595337,0.0,0.1333333333333333,75.0,
2024-08-15,224.6,225.35,222.76,224.72,46414013.0,0.8629756542769346,0.0,0.1590909090909091,44.0,
2024-08-16,223.92,226.8271,223.6501,226.05,44340240.0,0.8436978570052556,0.0,0.0857142857142857,35.0,
2024-08-19,225.72,225.99,223.04,225.89,40687813.0,0.8328311268402182,0.0,0.0869565217391304,46.0,
2024-08-20,225.77,227.17,225.45,226.51,30299033.0,0.7952455818653107,0.0,0.2,20.0,
2024-08-21,226.52,227.98,225.05,226.4,34765480.0,0.831735549828945,0.0,0.1794871794871795,39.0,
2024-08-22,227.79,228.34,223.9,224.53,43695321.0,0.8516426086425781,0.0,0.0967741935483871,31.0,
2024-08-23,225.6589,228.22,224.33,226.84,38677250.0,0.8342423463189924,0.0,0.1351351351351351,37.0,
2024-08-26,226.76,227.28,223.8905,227.18,30602208.0,0.8563561449790823,0.0,0.0862068965517241,58.0,
2024-08-27,225.995,228.85,224.89,228.03,35934559.0,0.8607649611015069,0.0,0.131578947368421,76.0,
2024-08-28,227.92,229.86,225.68,226.49,38052167.0,0.8466046765446663,0.0,0.1333333333333333,60.0,
2024-08-29,230.1,232.92,228.88,229.79,51906297.0,0.8273254477459452,0.0,0.1521739130434782,46.0,
2024-08-30,230.19,230.4,227.48,229.0,52990770.0,0.8242345596804763,0.0,0.0606060606060606,33.0,
2024-09-03,228.55,229.0,221.17,222.77,50190574.0,0.8629927687785205,0.0,0.088235294117647,34.0,
2024-09-04,221.66,221.78,217.48,220.85,43262758.0,0.8344778203301959,0.0,0.1944444444444444,36.0,
2024-09-05,221.625,225.48,221.52,222.38,36615398.0,0.8645601781403146,0.0,0.1463414634146341,41.0,
2024-09-06,223.95,225.24,219.77,220.82,48423011.0,0.8580489688449435,0.0,0.1555555555555555,45.0,
2024-09-09,220.82,221.27,216.71,220.91,67179965.0,0.7954996364352144,0.0,0.1604938271604938,81.0,
2024-09-10,218.92,221.48,216.73,220.11,51591033.0,0.8152004519806189,0.0,0.1911764705882352,136.0,
2024-09-11,221.455,223.09,217.89,222.66,44587072.0,0.8671337095173922,0.0,0.1363636363636363,66.0,
2024-09-12,222.5,223.55,219.82,222.77,37498225.0,0.8192397218484145,0.0,0.1538461538461538,39.0,
2024-09-13,223.58,224.04,221.91,222.5,36766619.0,0.7699680501414884,0.0,0.2580645161290322,31.0,
2024-09-16,216.54,217.22,213.92,216.32,59357427.0,0.8464870533825438,0.0,0.0617283950617283,81.0,
2024-09-17,215.75,216.9,214.5,216.79,45519339.0,0.8469907270103204,0.0,0.0327868852459016,61.0,
2024-09-18,217.55,222.71,217.54,220.69,59894928.0,0.8543722103039424,0.0,0.0333333333333333,60.0,
2024-09-19,224.99,229.82,224.63,228.87,66781315.0,0.8157474614825904,0.0,0.2941176470588235,51.0,
2024-09-20,229.97,233.09,227.62,228.2,318679888.0,0.8191820800304412,0.0,0.14,50.0,
2024-09-23,227.34,229.45,225.81,226.47,54146023.0,0.8532561251991674,0.0,0.1052631578947368,38.0,
2024-09-24,228.645,229.35,225.73,227.37,43556068.0,0.8158036392668019,0.0,0.0869565217391304,23.0,
2024-09-25,224.93,227.29,224.02,226.37,42308715.0,0.7722194848789109,0.0,0.2777777777777778,36.0,
2024-09-26,227.3,228.5,225.41,227.52,36636707.0,0.8158017007204202,0.0,0.1538461538461538,26.0,
2024-09-27,228.46,229.52,227.3,227.79,34025967.0,0.8019046815151863,0.0,0.2340425531914893,47.0,
2024-09-30,230.04,233.0,229.65,233.0,54793391.0,0.8520825190676583,0.0,0.1666666666666666,54.0,
2024-10-01,229.52,229.65,223.74,226.21,63285048.0,0.8609139647664903,0.0,0.0886075949367088,79.0,
2024-10-02,225.89,227.37,223.02,226.78,32880605.0,0.823681731115688,0.0,0.1363636363636363,44.0,
2024-10-03,225.14,226.805,223.32,225.67,34044158.0,0.8474209239849677,0.0,0.0769230769230769,26.0,
2024-10-04,227.9,228.0,224.13,226.8,37345098.0,0.8756901599742748,0.0,0.074074074074074,54.0,
2024-10-07,224.5,225.69,221.33,221.69,39505354.0,0.8529963180170221,0.0,0.0677966101694915,59.0,
2024-10-08,224.3,225.98,223.25,225.77,31855693.0,0.831695637919686,0.0,0.0909090909090909,44.0,
2024-10-09,225.23,229.75,224.83,229.54,33591091.0,0.8523631398357562,0.0,0.0597014925373134,67.0,
2024-10-10,227.78,229.5,227.17,229.04,28183544.0,0.8629693566707143,0.0,0.0526315789473684,57.0,
2024-10-11,229.3,229.41,227.34,227.55,31759188.0,0.8412040579013336,0.0,0.1794871794871795,39.0,
2024-10-14,228.7,231.73,228.6,231.3,39882085.0,0.8505925099054973,0.0,0.1111111111111111,45.0,
2024-10-15,233.61,237.49,232.37,233.85,64751367.0,0.8201430122383305,0.0,0.1967213114754098,61.0,
2024-10-16,231.6,232.12,229.84,231.78,34082240.0,0.849626254027998,0.0,0.0704225352112676,71.0,
2024-10-17,233.43,233.85,230.52,232.15,32993810.0,0.8400559178988138,0.0,0.16,75.0,
2024-10-18,236.18,236.18,234.01,235.0,46431472.0,0.8648998809827341,1.0,0.5675675675675675,37.0,
2024-10-21,234.45,236.85,234.45,236.48,36254470.0,0.8284355729398593,0.0,0.2253521126760563,71.0,
2024-10-22,233.885,236.22,232.6,235.86,38846578.0,0.8719078169928657,0.0,0.0,27.0,
2024-10-23,234.08,235.144,227.76,230.76,52286979.0,0.8635269417159859,0.0,0.1149425287356321,87.0,
2024-10-24,229.98,230.82,228.41,230.57,31109503.0,0.8100808990001679,0.0,0.06,50.0,
2024-10-25,229.74,233.22,229.57,231.41,38802304.0,0.8333400210289106,0.0,0.0958904109589041,73.0,
2024-10-28,233.32,234.73,232.55,233.4,36087134.0,0.859647401641397,0.0,0.0705882352941176,85.0,
2024-10-29,233.1,234.325,232.32,233.67,35417247.0,0.8114751608340771,0.0,0.1298701298701298,77.0,
2024-10-30,232.61,233.47,229.55,230.1,47070907.0,0.8569174054506663,0.0,0.2027027027027027,74.0,
2024-10-31,229.34,229.83,225.37,225.91,64370086.0,0.8172870154504652,0.0,0.2207792207792207,77.0,
2024-11-01,220.965,225.35,220.27,222.91,65276741.0,0.8375990212965412,0.0,0.1260504201680672,119.0,
2024-11-04,220.99,222.79,219.71,222.01,44944468.0,0.7943525789749055,0.0,0.2857142857142857,42.0,
2024-11-05,221.795,223.95,221.14,223.45,28111338.0,0.8448052242690441,0.0,0.2549019607843137,51.0,
2024-11-06,222.61,226.065,221.19,222.72,54561121.0,0.7827163811992196,0.0,0.2352941176470588,34.0,
2024-11-07,224.625,227.875,224.57,227.48,42137691.0,0.8238602558771769,0.0,0.1333333333333333,30.0,
2024-11-08,227.17,228.66,226.405,226.96,38328824.0,0.8194135086877006,0.0,0.1428571428571428,14.0,
2024-11-11,225.0,225.7,221.5,224.23,42005602.0,0.8208221636320415,0.0,0.2631578947368421,19.0,
2024-11-12,224.55,225.59,223.355,224.23,40398299.0,0.7810480830570062,0.0,0.0833333333333333,24.0,
2024-11-13,224.01,226.65,222.76,225.12,48566217.0,0.8172370706285749,0.0,0.2857142857142857,35.0,
2024-11-14,225.02,228.87,225.0,228.22,44923941.0,0.843105215665906,0.0,0.2790697674418604,43.0,
2024-11-15,226.4,226.92,224.27,225.0,47923696.0,0.8484685506139483,0.0,0.1142857142857142,35.0,
2024-11-18,225.25,229.74,225.17,228.02,44686020.0,0.770075298845768,0.0,0.2916666666666667,24.0,
2024-11-19,226.98,230.16,226.66,228.28,36211774.0,0.8161845824548176,1.0,0.3928571428571428,28.0,
2024-11-20,228.06,229.93,225.89,229.0,35169566.0,0.8125879246937601,0.0,0.2368421052631578,38.0,
2024-11-21,228.88,230.155,225.7103,228.52,42108327.0,0.8022103496960231,0.0,0.2571428571428571,35.0,
2024-11-22,228.06,230.7199,228.06,229.87,38168252.0,0.772510274368174,0.0,0.0588235294117647,51.0,
2024-11-25,231.46,233.245,229.74,232.87,90152832.0,0.8207834318832115,0.0,0.1851851851851851,27.0,
2024-11-26,233.33,235.57,233.33,235.06,45986189.0,0.7497197830677033,0.0,0.24,25.0,
2024-11-27,234.465,235.69,233.8101,234.93,33498439.0,0.8413867950439453,0.0,0.3142857142857143,35.0,
2024-11-29,234.81,237.81,233.97,237.33,28481377.0,0.8348626405000686,0.0,0.25,20.0,
2024-12-02,237.27,240.79,237.16,239.59,48137103.0,0.8288358902109081,0.0,0.2413793103448276,29.0,
2024-12-03,239.81,242.76,238.9,242.65,38861017.0,0.8212337435745611,0.0,0.3902439024390244,41.0,
2024-12-04,242.87,244.11,241.25,243.01,44383935.0,0.8520962705214818,0.0,0.1,30.0,
2024-12-05,243.99,244.54,242.13,243.04,40033878.0,0.7463456612566243,0.0,0.2608695652173913,23.0,
2024-12-06,242.905,244.63,242.08,242.84,36870619.0,0.8174431831748398,0.0,0.2592592592592592,27.0,
2024-12-09,241.83,247.24,241.75,246.75,44649232.0,0.7343302395413903,0.0,0.3823529411764705,34.0,
2024-12-10,246.89,248.21,245.34,247.77,36914806.0,0.8247844640697751,0.0,0.25,28.0,
2024-12-11,247.96,250.8,246.2601,246.49,45205814.0,0.7839326179689832,1.0,0.5,36.0,
2024-12-12,246.89,248.74,245.68,247.96,32777532.0,0.7466156024758409,0.0,0.3658536585365853,41.0,
2024-12-13,247.815,249.2902,246.24,248.13,33155290.0,0.8249920061656407,0.0,0.4,35.0,
2024-12-16,247.99,251.38,247.65,251.04,51694753.0,0.8090799242258072,0.0,0.2,40.0,
2024-12-17,250.08,253.83,249.78,253.48,51356360.0,0.8076301291584969,0.0,0.25,28.0,
2024-12-18,252.16,254.28,247.74,248.05,56774101.0,0.7930583868707929,0.0,0.119047619047619,42.0,
2024-12-19,247.5,252.0,247.0949,249.79,60882264.0,0.8035705199367121,0.0,0.1842105263157894,38.0,
2024-12-20,248.04,255.0,245.69,254.49,147495267.0,0.7800165185561547,0.0,0.1538461538461538,13.0,
2024-12-23,254.77,255.65,253.45,255.27,40858774.0,0.7876949356868863,1.0,0.5,32.0,
2024-12-24,255.49,258.21,255.29,258.2,23234705.0,0.7145656119374668,0.0,0.2941176470588235,17.0,
2024-12-26,258.19,260.1,257.63,259.02,27262983.0,0.8214328609131001,1.0,0.4444444444444444,27.0,
2024-12-27,257.83,258.7,253.06,255.59,42355321.0,0.8272672007823813,0.0,0.3793103448275862,29.0,
2024-12-30,252.23,253.5,250.75,252.2,35557542.0,0.8059218041598797,0.0,0.125,16.0,
2024-12-31,252.44,253.28,249.43,250.42,39480718.0,0.8187897470262315,0.0,0.3333333333333333,18.0,
2025-01-02,248.93,249.1,241.8201,243.85,55740731.0,0.8261763881891966,-1.0,0.34375,32.0,
2025-01-03,243.36,244.18,241.89,243.36,40244114.0,0.7779688622270312,0.0,0.2,35.0,
2025-01-06,244.31,247.33,243.2,245.0,45045571.0,0.808673644065857,0.0,0.16,25.0,
2025-01-07,242.98,245.55,241.35,242.21,40855960.0,0.7918451165451723,-1.0,0.1764705882352941,34.0,
2025-01-08,241.92,243.7123,240.05,242.7,37628940.0,0.8003968325528231,0.0,0.0909090909090909,33.0,
2025-01-10,240.01,240.16,233.0,236.85,61710856.0,0.8096517478978192,0.0,0.3703703703703703,27.0,
2025-01-13,233.53,234.67,229.72,234.4,49630725.0,0.8051957397357278,-1.0,0.2608695652173913,23.0,
2025-01-14,234.75,236.12,232.472,233.28,39435294.0,0.7720228830973307,0.0,0.1111111111111111,18.0,
2025-01-15,234.635,238.96,234.43,237.87,39831969.0,0.7877282698949178,0.0,0.1666666666666666,12.0,
2025-01-16,237.35,238.01,228.03,228.26,71759052.0,0.8217603239146146,-1.0,0.1818181818181818,11.0,
2025-01-17,232.115,232.29,228.48,229.98,68488301.0,0.8309128988872875,0.0,0.2727272727272727,11.0,
2025-01-21,224.0,224.42,219.38,222.64,98070429.0,0.8119982575115404,-1.0,0.2631578947368421,19.0,
2025-01-22,219.79,224.12,219.79,223.83,64126500.0,0.8246485818000067,-1.0,0.2857142857142857,21.0,
2025-01-23,224.74,227.03,222.3,223.66,60234760.0,0.7330688602394528,0.0,0.3333333333333333,18.0,
2025-01-24,224.78,225.63,221.41,222.78,54697907.0,0.7720567461322335,0.0,0.3529411764705882,17.0,
2025-01-27,224.02,232.15,223.98,229.86,94863418.0,0.8482769375497644,-1.0,0.1818181818181818,11.0,
2025-01-28,230.85,240.19,230.81,238.26,75707569.0,0.8233591477076213,0.0,0.3333333333333333,15.0,
2025-01-29,234.12,239.855,234.01,239.36,45486100.0,0.8168724915560555,0.0,0.2352941176470588,17.0,
2025-01-30,238.665,240.79,237.21,237.59,55658279.0,0.7977184967862235,0.0,0.3333333333333333,18.0,
2025-01-31,247.19,247.19,233.44,236.0,101075128.0,0.7789257953564326,0.0,0.2333333333333333,30.0,
2025-02-03,229.99,231.83,225.7,228.01,73063301.0,0.8086631936686379,-1.0,0.1428571428571428,14.0,
2025-02-04,227.25,233.13,226.65,232.8,45067301.0,0.840874619781971,1.0,0.5833333333333334,12.0,
2025-02-05,228.53,232.67,228.27,232.47,39664989.0,0.8417819462440632,0.0,0.2222222222222222,27.0,
2025-02-06,231.285,233.8,230.425,233.22,29925349.0,0.8129332386530362,0.0,0.0769230769230769,13.0,
2025-02-07,232.6,234.0,227.26,227.63,39707224.0,0.8213769396146139,0.0,0.0666666666666666,15.0,
2025-02-10,229.57,230.585,227.2,227.65,33115645.0,0.8682215901521536,0.0,0.2307692307692307,13.0,
2025-02-11,228.2,235.23,228.13,232.62,53718362.0,0.7776695442199707,0.0,0.4,25.0,
2025-02-12,231.2,236.96,230.68,236.87,45243292.0,0.8044618538447789,0.0,0.3333333333333333,21.0,
2025-02-13,236.91,242.3399,235.57,241.53,53614054.0,0.8359349762138567,0.0,0.2631578947368421,19.0,
2025-02-14,241.25,245.55,240.99,244.6,40896227.0,0.8383375207583109,0.0,0.0666666666666666,15.0,
2025-02-18,244.15,245.18,241.84,244.47,48822491.0,0.8186711817979813,-1.0,0.2222222222222222,18.0,
2025-02-19,244.66,246.01,243.1604,244.87,32204215.0,0.7484498786926269,0.0,0.32,25.0,
2025-02-20,244.94,246.78,244.29,245.83,32316907.0,0.8316999134563264,0.0,0.1428571428571428,21.0,
2025-02-21,245.95,248.69,245.22,245.55,53197431.0,0.8236365980572171,0.0,0.1666666666666666,18.0,
2025-02-24,244.925,248.86,244.42,247.1,51326396.0,0.7895254227850173,0.0,0.2,45.0,
2025-02-25,248.0,250.0,244.91,247.04,48013272.0,0.7922501476371989,-1.0,0.1764705882352941,34.0,
2025-02-26,244.33,244.98,239.13,240.36,44433564.0,0.8153581006659402,-1.0,0.0555555555555555,18.0,
2025-02-27,239.41,242.46,237.06,237.3,41153639.0,0.8387107253074646,0.0,0.0769230769230769,13.0,
2025-02-28,236.95,242.09,230.2,241.84,56833360.0,0.7893956489861012,0.0,0.125,16.0,
2025-03-03,241.79,244.0272,236.112,238.03,47183985.0,0.8218040828193937,0.0,0.3571428571428571,14.0,
2025-03-04,237.705,240.07,234.68,235.93,53798062.0,0.7383457045806082,0.0,0.1578947368421052,19.0,
2025-03-05,235.42,236.55,229.23,235.74,47227643.0,0.7354393477241198,1.0,0.5,12.0,
2025-03-06,234.435,237.86,233.1581,235.33,45170419.0,0.7441229075193405,1.0,0.5833333333333334,12.0,
2025-03-07,235.105,241.37,234.76,239.07,46273565.0,0.782487541437149,0.0,0.1111111111111111,9.0,
2025-03-10,235.54,236.16,224.22,227.48,71451281.0,0.8478336671124334,-1.0,0.0434782608695652,23.0,
2025-03-11,223.805,225.8399,217.45,220.84,76137410.0,0.8353632155217623,0.0,0.0,19.0,
2025-03-12,220.14,221.75,214.91,216.98,62547467.0,0.7963403300805525,-1.0,0.2272727272727272,22.0,
2025-03-13,215.95,216.8394,208.42,209.68,61368330.0,0.8336854952353018,1.0,0.3703703703703703,27.0,
2025-03-14,211.25,213.95,209.58,213.49,60107582.0,0.7609861242143732,0.0,0.2105263157894736,19.0,
2025-03-17,213.31,215.22,209.97,214.0,48073426.0,0.9192523445401872,-1.0,0.1428571428571428,7.0,
2025-03-18,214.16,215.15,211.49,212.69,42432426.0,0.7616826675154946,-1.0,0.2727272727272727,11.0,
2025-03-19,214.22,218.76,213.75,215.24,54385391.0,0.7805101325114568,0.0,0.4444444444444444,18.0,
2025-03-20,213.99,217.4899,212.22,214.1,48862947.0,0.820208279859452,0.0,0.1428571428571428,21.0,
2025-03-21,211.56,218.84,211.28,218.27,94127768.0,0.7769241494437059,0.0,0.2083333333333333,24.0,
2025-03-24,221.0,221.48,218.58,220.73,44299483.0,0.7705519072552944,0.0,0.2127659574468085,47.0,
2025-03-25,220.77,224.1,220.08,223.75,34493583.0,0.836836055914561,-1.0,0.1666666666666666,30.0,
2025-03-26,223.51,225.02,220.47,221.53,34532656.0,0.8238635420799255,0.0,0.1428571428571428,35.0,
2025-03-27,221.39,224.99,220.5601,223.85,37094774.0,0.783348023891449,0.0,0.1428571428571428,28.0,
2025-03-28,221.67,223.81,217.68,217.9,39818617.0,0.7392238130172094,0.0,0.125,24.0,
2025-03-31,217.005,225.62,216.23,222.13,65299321.0,0.8305154550406668,-1.0,0.1388888888888889,36.0,
2025-04-01,219.805,223.68,218.9,223.19,36412740.0,0.8348994885172163,0.0,0.3142857142857143,35.0,
2025-04-02,221.315,225.19,221.02,223.89,35905904.0,0.8287208890914917,0.0,0.28,25.0,
2025-04-03,205.54,207.49,201.25,203.19,103419006.0,0.8541809661734489,-1.0,0.0483870967741935,62.0,
2025-04-04,193.89,199.88,187.34,188.38,125910913.0,0.8372363385654265,-1.0,0.1290322580645161,62.0,
2025-04-06,,,,,,,,,,
2025-04-07,177.2,194.15,174.62,181.46,160466286.0,0.828553595632877,-1.0,0.0943396226415094,53.0,
2025-04-08,,,,,,,,,,
2025-04-09,,,,,,,,,,
2025-04-10,,,,,,,,,,
2025-04-12,,,,,,,,,,
2025-04-13,,,,,,,,,,
2025-04-14,,,,,,,,,,
